Year,Road Segment ID,Road Name,Length(km),Vehicle Type,Vehicle Classification,Traffic Density,Total AADT
2012,R:4,SHAW BLVD.,7.68,Public,UV,299,2296
2012,R:5,ORTIGAS AVE.,5.54,Public,UV,1156,6403
2012,R:6,MAGSAYSAY BLVD.,2.2,Public,UV,38,84
2012,R:6,AURORA BLVD.,11.42,Public,UV,577,6589
2012,R:7,QUEZON AVE.,7.73,Public,UV,1267,9796
2012,R:7,COMMONWEALTH AVE.,12.4,Public,UV,642,7957
2012,R:8,A. BONIFACIO,15.98,Public,UV,7,117
2012,R:9,RIZAL AVE.,15.95,Public,UV,4,59
2012,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,UV,890,3293
2012,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,UV,2,19
2012,C:1,RECTO,3.24,Public,Taxi,1177,3812
2012,C:2,MENDOZA,6.61,Public,Taxi,564,3726
2012,C:2,PRES. QUIRINO AVE.,3.6,Public,Taxi,1026,3694
2012,C:3,ARANETA AVE.,10.76,Public,Taxi,338,3638
2012,C:4,EDSA,23.08,Public,Taxi,836,19302
2012,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,Taxi,131,5619
2012,R:1,ROXAS BLVD.,11.47,Public,Taxi,1101,12623
2012,R:2,TAFT AVE.,16.5,Public,Taxi,342,5644
2012,R:3,SSH,24.27,Public,Taxi,239,5791
2012,R:4,SHAW BLVD.,7.68,Public,Taxi,613,4707
2012,R:5,ORTIGAS AVE.,5.54,Public,Taxi,652,3614
2012,R:6,MAGSAYSAY BLVD.,2.2,Public,Taxi,2661,5855
2012,R:6,AURORA BLVD.,11.42,Public,Taxi,495,5656
2012,R:7,QUEZON AVE.,7.73,Public,Taxi,1953,15100
2012,R:7,COMMONWEALTH AVE.,12.4,Public,Taxi,1232,15271
2012,R:8,A. BONIFACIO,15.98,Public,Taxi,63,1005
2012,R:9,RIZAL AVE.,15.95,Public,Taxi,173,2755
2012,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,Taxi,1954,7228
2012,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,Taxi,482,4024
2012,C:1,RECTO,3.24,Public,PUJ,4890,15845
2012,C:2,MENDOZA,6.61,Public,PUJ,229,1514
2012,C:2,PRES. QUIRINO AVE.,3.6,Public,PUJ,1394,5019
2012,C:3,ARANETA AVE.,10.76,Public,PUJ,133,1432
2012,C:4,EDSA,23.08,Public,PUJ,143,3292
2012,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUJ,53,2274
2012,R:1,ROXAS BLVD.,11.47,Public,PUJ,26,300
2012,R:2,TAFT AVE.,16.5,Public,PUJ,384,6344
2012,R:3,SSH,24.27,Public,PUJ,1,20
2012,R:4,SHAW BLVD.,7.68,Public,PUJ,1515,11637
2012,R:5,ORTIGAS AVE.,5.54,Public,PUJ,1441,7982
2012,R:6,MAGSAYSAY BLVD.,2.2,Public,PUJ,3170,6974
2012,R:6,AURORA BLVD.,11.42,Public,PUJ,1683,19215
2012,R:7,QUEZON AVE.,7.73,Public,PUJ,1499,11589
2012,R:7,COMMONWEALTH AVE.,12.4,Public,PUJ,1062,13173
2012,R:8,A. BONIFACIO,15.98,Public,PUJ,589,9414
2012,R:9,RIZAL AVE.,15.95,Public,PUJ,916,14606
2012,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUJ,3444,12743
2012,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUJ,1328,11087
2012,C:1,RECTO,3.24,Public,PUB,269,872
2012,C:2,MENDOZA,6.61,Public,PUB,48,319
2012,C:2,PRES. QUIRINO AVE.,3.6,Public,PUB,139,500
2012,C:3,ARANETA AVE.,10.76,Public,PUB,5,55
2012,C:4,EDSA,23.08,Public,PUB,659,15214
2012,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Public,PUB,1,52
2012,R:1,ROXAS BLVD.,11.47,Public,PUB,249,2856
2012,R:2,TAFT AVE.,16.5,Public,PUB,174,2878
2012,R:3,SSH,24.27,Public,PUB,43,1040
2012,R:4,SHAW BLVD.,7.68,Public,PUB,7,56
2012,R:5,ORTIGAS AVE.,5.54,Public,PUB,194,1077
2012,R:6,MAGSAYSAY BLVD.,2.2,Public,PUB,626,1377
2012,R:6,AURORA BLVD.,11.42,Public,PUB,15,173
2012,R:7,QUEZON AVE.,7.73,Public,PUB,268,2074
2012,R:7,COMMONWEALTH AVE.,12.4,Public,PUB,540,6690
2012,R:8,A. BONIFACIO,15.98,Public,PUB,156,2485
2012,R:9,RIZAL AVE.,15.95,Public,PUB,30,479
2012,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Public,PUB,28,105
2012,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Public,PUB,298,2485
2012,C:1,RECTO,3.24,Commercial,Truck,217,702
2012,C:2,MENDOZA,6.61,Commercial,Truck,795,5253
2012,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Truck,2163,7788
2012,C:3,ARANETA AVE.,10.76,Commercial,Truck,409,4401
2012,C:4,EDSA,23.08,Commercial,Truck,218,5023
2012,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Truck,170,7289
2012,R:1,ROXAS BLVD.,11.47,Commercial,Truck,32,363
2012,R:2,TAFT AVE.,16.5,Commercial,Truck,14,223
2012,R:3,SSH,24.27,Commercial,Truck,317,7703
2012,R:4,SHAW BLVD.,7.68,Commercial,Truck,194,1493
2012,R:5,ORTIGAS AVE.,5.54,Commercial,Truck,335,1858
2012,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Truck,1031,2269
2012,R:6,AURORA BLVD.,11.42,Commercial,Truck,361,4124
2012,R:7,QUEZON AVE.,7.73,Commercial,Truck,402,3110
2012,R:7,COMMONWEALTH AVE.,12.4,Commercial,Truck,457,5666
2012,R:8,A. BONIFACIO,15.98,Commercial,Truck,595,9509
2012,R:9,RIZAL AVE.,15.95,Commercial,Truck,113,1810
2012,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Truck,1900,7030
2012,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Truck,507,4236
2012,C:1,RECTO,3.24,Commercial,Trailer,77,250
2012,C:2,MENDOZA,6.61,Commercial,Trailer,187,1237
2012,C:2,PRES. QUIRINO AVE.,3.6,Commercial,Trailer,710,2556
2012,C:3,ARANETA AVE.,10.76,Commercial,Trailer,38,411
2012,C:4,EDSA,23.08,Commercial,Trailer,2,43
2012,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Commercial,Trailer,13,554
2012,R:1,ROXAS BLVD.,11.47,Commercial,Trailer,3,37
2012,R:2,TAFT AVE.,16.5,Commercial,Trailer,1,13
2012,R:3,SSH,24.27,Commercial,Trailer,141,3413
2012,R:4,SHAW BLVD.,7.68,Commercial,Trailer,26,200
2012,R:5,ORTIGAS AVE.,5.54,Commercial,Trailer,38,212
2012,R:6,MAGSAYSAY BLVD.,2.2,Commercial,Trailer,131,289
2012,R:6,AURORA BLVD.,11.42,Commercial,Trailer,29,326
2012,R:7,QUEZON AVE.,7.73,Commercial,Trailer,50,389
2012,R:7,COMMONWEALTH AVE.,12.4,Commercial,Trailer,0,0
2012,R:8,A. BONIFACIO,15.98,Commercial,Trailer,156,2495
2012,R:9,RIZAL AVE.,15.95,Commercial,Trailer,0,6
2012,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Commercial,Trailer,202,749
2012,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Commercial,Trailer,52,435
2012,C:1,RECTO,3.24,Two/Three-Wheeled,Motorcycle,2271,7359
2012,C:2,MENDOZA,6.61,Two/Three-Wheeled,Motorcycle,1663,10992
2012,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Motorcycle,6482,23336
2012,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Motorcycle,1369,14730
2012,C:4,EDSA,23.08,Two/Three-Wheeled,Motorcycle,1684,38859
2012,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Motorcycle,407,17510
2012,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Motorcycle,2020,23168
2012,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Motorcycle,312,5151
2012,R:3,SSH,24.27,Two/Three-Wheeled,Motorcycle,749,18186
2012,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Motorcycle,2023,15539
2012,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Motorcycle,3220,17838
2012,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Motorcycle,6484,14264
2012,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Motorcycle,1917,21890
2012,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Motorcycle,2565,19826
2012,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Motorcycle,2186,27105
2012,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Motorcycle,763,12200
2012,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Motorcycle,855,13634
2012,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Motorcycle,6176,22850
2012,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Motorcycle,2237,18682
2012,C:1,RECTO,3.24,Two/Three-Wheeled,Tricycle,564,1828
2012,C:2,MENDOZA,6.61,Two/Three-Wheeled,Tricycle,49,325
2012,C:2,PRES. QUIRINO AVE.,3.6,Two/Three-Wheeled,Tricycle,101,362
2012,C:3,ARANETA AVE.,10.76,Two/Three-Wheeled,Tricycle,62,671
2012,C:4,EDSA,23.08,Two/Three-Wheeled,Tricycle,0,6
2012,C:5,C.P. GARCIA / KATIPUNAN AVE. / TANDANG SORA,43,Two/Three-Wheeled,Tricycle,184,7905
2012,R:1,ROXAS BLVD.,11.47,Two/Three-Wheeled,Tricycle,1,13
2012,R:2,TAFT AVE.,16.5,Two/Three-Wheeled,Tricycle,24,394
2012,R:3,SSH,24.27,Two/Three-Wheeled,Tricycle,2,45
2012,R:4,SHAW BLVD.,7.68,Two/Three-Wheeled,Tricycle,0,0
2012,R:5,ORTIGAS AVE.,5.54,Two/Three-Wheeled,Tricycle,0,0
2012,R:6,MAGSAYSAY BLVD.,2.2,Two/Three-Wheeled,Tricycle,144,317
2012,R:6,AURORA BLVD.,11.42,Two/Three-Wheeled,Tricycle,53,608
2012,R:7,QUEZON AVE.,7.73,Two/Three-Wheeled,Tricycle,10,81
2012,R:7,COMMONWEALTH AVE.,12.4,Two/Three-Wheeled,Tricycle,34,417
2012,R:8,A. BONIFACIO,15.98,Two/Three-Wheeled,Tricycle,60,959
2012,R:9,RIZAL AVE.,15.95,Two/Three-Wheeled,Tricycle,156,2487
2012,MARCOS HIGHWAY,MARCOS HIGHWAY,3.7,Two/Three-Wheeled,Tricycle,106,394
2012,MCARTHUR HIGHWAY,MCARTHUR HIGHWAY,8.35,Two/Three-Wheeled,Tricycle,14,119
